,Review_Text,Pred
127,"This used to be a good place, the service level now is pathetic. They won’t even offer you the menu unless you ask for it, if a dish is served in a bad state it will take ages for you to give the feedback and by the time it is changed your meal would be over and the check ofcourse will take atleast 15 mins to get to you...so plan wisely at Lol Lol land",4.0
128,"Good food...
Nice ambience...
Service is okay.....
Not many varieties in veg curries but whatever they have is good in taste....
Overall a nice restaurant to have dinner with your friends or family.",5.0
129,Famous bakery which i liked very much ...everyday i visit and have some fun and food here ..tried all of varieties ...everything good ....thanks ks,5.0
130,Nice place with good ambience and good staff. Tried 2 beer both were good mocktail and cocktail were good. Noodles and chicken hongkong was tasty the only flaw for which I give a 4 star is lack of Indian main course dishes in the menu..,5.0
131,"There is lot of discrimination between zomato gold customers and regular customers.

They give lot less quantity for zomato gold customers and also desriminated behaviour.",2.0
132,Prakash served us food . He is very generous and did tell us the speciality .. must try grilled chicken sizzler and sizzling brownie.. they are just awesome.,5.0
133,"We've ordered for Crispy Corn and its was too oily and salty.Egg biryani was okay.service and ambiance is good.
Should take more care for the food.",5.0
134,"Affordable good food. I would have given a 5 star if value for money was a factor in star rating. Waiters were polite , food was delicious. Good place to eat out regularly.",5.0
135,chicken Maggie doesn't have any chicken...it is like veg Maggie...without masala,2.0
136,Got a chicken hot n spicy pizza from here through swiggy. Very hot and very tasty .loved to order from here. Packaging is good. But little spicy compared to last order.but good,1.0
137,nice packing and good food,5.0
138,"Best place Ever Jonathan's Kitchen

If you are near Gachibowli and are planning to have a perfect lunch or dinner so I recommend you the best place is Jonathan's kitchen, where you can visit with your family and friends. I really loved this place from it’s ambiance to food and service, everything’s top notch.

It was Wednesday night and we were near Gachibowli and really hungry, when I suggested we will visit Jonathan's Kitchen, it is my favorite place to hangout. I was with my five friends and we started our dinner with their special starters Grilled Pomfret, Chili chicken , Crispy Corn , Chicken Wings, Nawabi shikampuri kebab, Dragon prawns and Tiger prawns. All of the starters were the best, I have never tried such before anywhere. Now that the starting was the best, I promise at the end it will be a blast.

Grilled pomfret was tasty and soft to bite, it was properly cooked with perfect spices and we ordered this twice. It was so good! Chili chicken wasn’t much spicy, it was well equitable of spices and the best starter to start our dinner. Crispy corn I have tried at many restaurants and I loved Flechazo’s before, but now I can say the best crispy corn is at Jonathan's kitchen. I think this is the best compliment. Chicken wings for this just one word magnificent!

Then my favorite part were the prawns. Here we tried 3 different types of prawns, Butter Garlic prawns; this is just out of the world first time we have tried this really the taste is unforgettable, Dragon prawns; one of my friends suggested me to try this here, Mr. Tarak, the name itself represents dragon prawns. It is the best in prawns compared to tiger prawns, Tiger prawns; these were too large in size, I have never seen the size of prawns like tiger prawns taste also too good it was the best to end our starters.

Then we ordered some mocktails because it’s mandatory; Orange delight ,Cucumber n mint, Virgin pina colada ,Black current, Spicy tango and Blue lagoon or blue heaven. Every mocktail has their own specialty. Orange delight and cucumber n mint were the winners of the evening. Black current is really good in taste and refreshing. Spicy tango and blue lagoon were the ultimate mocktails. Every mocktail is best at Jonathan's kitchen.

Then it’s time for main course, in that we ordered Dal Tadka and Rara Gosht with Butter naan and Amritsari Kulcha, and Burnt Fried Rice with Schezwan Chicken Gravy. Every dish just left us speechless! Dal tadka and rara gosht tasted absolutely great with butter naan and Amritsari Kulcha. Burnt Fried Rice with Schezwan Chicken Gravy was the ultimate dishe to end our phenomenal dinner at Jonathan's kitchen.

But without dessert, I never end my dinner. So here we ordered Gulab jamun, Chocolate fondant cake with vanilla ice cream and Cream brulee with Fresh fruits. All the desserts are just marvelous to end our dinner.

Thanks to Mr. Rashid for the lovely dinner at Jonathan's kitchen. Thanks to the entire team of Jonathan's kitchen who served us in a very good way and special thanks to Surrender and Chef vijay.

Must Try:
Dragon prawns
Butter Garlic Prawns
Tiger Prawns
Grilled pomfret
Crispy corn
Orange delight
Cucumber n mint
Rara Gosht
Burnt Fried Rice with Schezwan Chicken Gravy
Chocolate foundant with vanilla ice cream
Creme Brulee",5.0
